Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Sample Station 50,123 Sample Street,Directions hidden for privacy,Fair Oaks,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.66322168020621,-121.26268469519184,2026-07-15,25491,2026-07-15 18:43:06 UTC,LG,999,Confidential Government Agency,2004-06-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 51,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; for visitor and student use only; drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,2.0,,,Non-Networked,,200-9,38.57321116820736,-121.46714353828914,2023-10-12,25494,2026-08-27 17:55:29 UTC,P,999,Confidential Government Agency,2004-05-30,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 52,123 Sample Street,Directions hidden for privacy,Antelope,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.70458818260411,-121.36559104310379,2025-06-06,25497,2026-02-02 23:16:24 UTC,LG,999,Confidential Government Agency,2019-08-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,LIBRARY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 53,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Private,Tenant use only,,,,,,1.0,,,Non-Networked,,200-8,38.61463810691197,-121.51749540108,2025-06-06,25500,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2004-05-30,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 54,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.55195937502237,-121.44802266188229,2023-10-12,25501,2026-08-26 17:15:03 UTC,P,999,Confidential Government Agency,2019-11-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOSPITAL,,,,,,,$2 parking fee,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 55,123 Sample Street,Directions hidden for privacy,Placerville,CA,00000,0000,555-0100,E,,Public,Lot business hours; overnight parking prohibited,,,,,,2.0,,,Non-Networked,,GPS,38.73224067006912,-120.78887174007116,2023-05-03,25507,2025-05-29 13:40:05 UTC,LG,999,Confidential Government Agency,2004-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 56,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.355042234630396,-121.96278564776576,2024-07-11,25511,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 57,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,D,,,,,4.0,,,Non-Networked,,GPS,38.36638177454162,-121.96682321207241,2024-07-11,25514,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 58,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.35113606767597,-121.98763252939155,2024-07-11,25515,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 59,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,38.35772877347064,-122.00273489959145,2024-07-11,25516,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 60,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,38.35527506289946,-121.98526984504367,2024-07-11,25517,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 61,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily; Primarily government use,,,,,,7.0,,2 SP Inductive,Non-Networked,,200-9,38.352140553585095,-121.99505967001438,2024-08-15,25518,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 62,123 Sample Street,Directions hidden for privacy,Citrus Heights,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,4.0,,1 SP Inductive,Non-Networked,,GPS,38.68271178915491,-121.29760842173641,2025-01-13,25519,2025-02-12 00:16:32 UTC,LG,999,Confidential Government Agency,2016-02-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 63,123 Sample Street,Directions hidden for privacy,Dixon,CA,00000,0000,555-0100,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,,,1 SP Inductive  1 Tesla Conductive,Non-Networked,,200-9,38.458110649926454,-121.84320231199834,2024-07-11,25520,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,Sample Station 64,123 Sample Street,Directions hidden for privacy,Placerville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,38.72751226860722,-120.82831399298384,2024-01-09,25522,2024-01-31 22:07:01 UTC,LG,999,Confidential Government Agency,2004-05-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 65,123 Sample Street,Directions hidden for privacy,El Dorado Hills,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.64685930395404,-121.06657693305382,2024-01-09,25523,2024-01-31 22:07:01 UTC,LG,999,Confidential Government Agency,2012-05-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 66,123 Sample Street,Directions hidden for privacy,Elk Grove,CA,00000,0000,555-0100,E,,Private,For service use only,,,,,,1.0,,,Non-Networked,,GPS,38.40502799059803,-121.39191537923809,2026-07-15,25525,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2012-05-10,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,
ELEC,Sample Station 67,123 Sample Street,Directions hidden for privacy,Granite Bay,CA,00000,0000,555-0100,E,,Public,7am-10pm daily,,,,,,1.0,,,Non-Networked,,GPS,38.74438033829298,-121.17045136411404,2025-12-12,25527,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 68,123 Sample Street,Directions hidden for privacy,Carmichael,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.61772388047234,-121.33503947319308,2026-07-15,25610,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2004-07-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,LIBRARY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 69,123 Sample Street,Directions hidden for privacy,Rio Vista,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.15441988726385,-121.69069495745376,2026-07-15,27302,2026-07-15 18:43:06 UTC,LG,999,Confidential Government Agency,2006-08-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 70,123 Sample Street,Directions hidden for privacy,Fairfield,CA,00000,0000,555-0100,E,,Public,24 hours daily; 2 hour limit,,,,,,2.0,,,Non-Networked,,200-8,38.25308726901754,-122.0441722355297,2026-06-12,27328,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,2012-08-27,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 71,123 Sample Street,Directions hidden for privacy,Fairfield,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,3.0,,1 SP Inductive,Non-Networked,,GPS,38.236505134504235,-122.12308806662396,2024-07-11,27329,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2005-07-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,Sample Station 72,123 Sample Street,Directions hidden for privacy,Vallejo,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Non-Networked,,200-8,38.1052410217291,-122.26641903078554,2024-07-11,27335,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2005-07-15,,,,,,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Sample Station 73,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,20.0,,,Non-Networked,,GPS,33.944156022551546,-118.40072035250365,2024-08-15,28007,2026-05-07 19:25:10 UTC,LG,999,Confidential Government Agency,2011-02-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,$2 service fee + $0.45 per kWh,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 74,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Private - Government only,,,,,,,1.0,,1 SP Inductive,Non-Networked,,200-8,38.350936130211565,-121.9935331825691,2024-07-11,29862,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2006-08-15,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,False,
ELEC,Sample Station 75,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Private - Government only,For employee use only,,,,,,19.0,,,Non-Networked,,200-8,34.05922849857328,-118.25779999773764,2025-11-13,33177,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2016-10-15,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 76,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,55.0,1.0,,Non-Networked,,200-8,34.03485019028223,-118.25611049593635,2025-11-13,33178,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 77,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,73.0,,,Non-Networked,,200-8,34.08131676640853,-118.21654750412407,2025-11-13,33179,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2016-01-01,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 78,123 Sample Street,Directions hidden for privacy,Wilmington,CA,00000,0000,555-0100,E,,Private - Government only,For fleet use only,,,,,,4.0,,,Non-Networked,,200-8,33.798507681912525,-118.25796005954768,2025-11-13,33180,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2016-01-01,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 79,123 Sample Street,Directions hidden for privacy,Van Nuys,CA,00000,0000,555-0100,E,,Private - Government only,For fleet and employee use only,,,,,,88.0,2.0,,Non-Networked,,200-8,34.208240572061385,-118.44467260506616,2025-11-13,33182,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2019-05-06,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 80,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet and employee use only,,,,,,41.0,1.0,,Non-Networked,,200-8,34.24120424185829,-118.38927820532471,2025-11-13,33183,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 81,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,1 SP Inductive,Non-Networked,,200-9,38.36872428846313,-121.9607831179929,2024-07-11,33545,2026-04-20 13:08:36 UTC,P,999,Confidential Government Agency,2008-12-15,,,,,J1772 NEMA515,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,Sample Station 82,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,6am-2am daily,,,,,,2.0,,,Non-Networked,,GPS,38.545949075651706,-121.73788011298883,2024-05-09,33555,2026-08-27 17:35:56 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 83,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,1 SP Inductive,Non-Networked,,GPS,38.54496571647328,-121.73877234645752,2023-01-10,33556,2025-11-17 18:54:59 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PAY_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Sample Station 84,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3.0,7.0,,,Non-Networked,,GPS,38.54493946704945,-121.74991983070963,2023-01-10,33557,2025-05-07 15:59:42 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 85,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,For guest and employee use only,,,,,,1.0,,,Non-Networked,,GPS,38.55667283440723,-121.69543967257296,2024-08-15,33558,2026-08-27 17:56:19 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,True,
ELEC,Sample Station 86,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily; customer use only,,,,,,2.0,,,Non-Networked,,200-9,38.568879395398596,-121.72127828142847,2023-05-03,33559,2025-12-01 19:40:12 UTC,P,999,Confidential Government Agency,1998-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 87,123 Sample Street,Directions hidden for privacy,Lakewood,CA,00000,0000,555-0100,E,,Public,5am-10pm daily,,,,,,2.0,,,Non-Networked,,GPS,33.847773033415805,-118.13972361236353,2025-12-12,33564,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2012-10-25,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 88,123 Sample Street,Directions hidden for privacy,Larkspur,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,2.0,,,Non-Networked,,GPS,37.94487648249512,-122.50964356094183,2025-06-06,33690,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2008-12-31,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 89,123 Sample Street,Directions hidden for privacy,Oakland,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,2.0,,,Non-Networked,,GPS,37.714288452056195,-122.20939453106493,2025-12-12,33695,2026-02-02 23:16:24 UTC,LG,999,Confidential Government Agency,2012-12-20,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,Free,,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 90,123 Sample Street,Directions hidden for privacy,San Luis Obispo,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,5.0,,,Non-Networked,,200-9,35.249049048297906,-120.68894290505571,2025-11-13,35560,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2000-04-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Sample Station 91,123 Sample Street,Directions hidden for privacy,Goleta,CA,00000,0000,555-0100,T,2025-05-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,34.44131773464638,-119.82932238916905,2025-01-13,36610,2025-02-12 00:16:32 UTC,P,999,Confidential Government Agency,2010-07-15,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,BANK,,,,,,,Free,,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 92,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours; for dealership use only,,,,,,2.0,,,Non-Networked,,200-9,34.02052946493881,-118.49186210396388,2026-07-15,38379,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2010-11-15,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 93,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,T,2026-03-23,TEMPORARILY UNAVAILABLE (Public),24 hours daily; pay lot; see valet for more information,,,,,,2.0,,,Non-Networked,,200-9,37.784740034999174,-122.4092748476591,2025-12-12,38517,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-02-01,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,HOTEL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 94,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,12.0,2.0,,Non-Networked,,GPS,34.01118103253269,-118.49075398625303,2026-06-12,38521,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,2010-11-15,,,,,CHADEMO J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free; pay lot,,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 95,123 Sample Street,Directions hidden for privacy,Ukiah,CA,00000,0000,555-0100,E,,Public - Call ahead,24 hours daily; guest use only,A Cash D M V,,,,,1.0,,,Non-Networked,,GPS,39.14624740637058,-123.19865330674718,2025-05-12,39314,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-05-15,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,HOTEL,,,,,,,$10 per session,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 96,123 Sample Street,Directions hidden for privacy,Antioch,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,GPS,38.00649607207152,-121.83133266107366,2026-01-13,39870,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 97,123 Sample Street,Directions hidden for privacy,Bakersfield,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1.0,,Non-Networked,,GPS,35.31162334423268,-119.03505083840685,2026-01-13,39871,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 98,123 Sample Street,Directions hidden for privacy,Buena Park,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1.0,,Non-Networked,,GPS,33.86581333261344,-117.99527081438977,2026-01-13,39872,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 99,123 Sample Street,Directions hidden for privacy,Carson,CA,00000,0000,555-0100,E,,Public,Dealership business hours,,,,,,3.0,1.0,,Non-Networked,,GPS,33.82524511898662,-118.24600383731463,2026-01-13,39873,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2021-06-29,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,CAR_DEALER,,,,,,,,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 100,123 Sample Street,Directions hidden for privacy,Chico,CA,00000,0000,555-0100,E,,Public,Dealership business hours,,,,,,,1.0,,IN_CHARGE,https://inchargeus.com,GPS,39.75676929248125,-121.84324392327059,2026-01-13,39876,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2021-10-26,,,,,CHADEMO J1772COMBO,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,CAR_DEALER,,,,,,,$0.50 per kWh,,,,,,,,,,True,,,,,,,,LD,False,
