fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,intersection_directions_french,access_days_time_french,bd_blends_french,groups_with_access_code_french,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code,facility_type,cng_dispenser_num,cng_on_site_renewable_source,cng_total_compression_capacity,cng_storage_capacity,lng_on_site_renewable_source,e85_other_ethanol_blends,ev_pricing,ev_pricing_french,lpg_nozzle_types,hydrogen_pressures,hydrogen_standards,cng_fill_type_code,cng_psi,cng_vehicle_class,lng_vehicle_class,ev_on_site_renewable_source,restricted_access,rd_blends,rd_blends_french,rd_blended_with_biodiesel,rd_maximum_biodiesel_level,nps_unit_name,cng_station_sells_renewable_natural_gas,lng_station_sells_renewable_natural_gas,maximum_vehicle_class,ev_workplace_charging,funding_sources
ELEC,Sample Station 48,123 Sample Street,Directions hidden for privacy,San Luis Obispo,CA,00000,0000,555-0100,E,,Private,For fleet vehicle use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,,Non-Networked,,GPS,35.25945995438852,-120.64537335986697,2026-07-15,21713,2026-07-15 18:43:06 UTC,LG,999,Confidential Government Agency,2002-07-15,,,,,J1772 NEMA520,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,False,
ELEC,Sample Station 49,123 Sample Street,Directions hidden for privacy,Wilmington,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,18.0,,,Non-Networked,,200-8,33.77305809661,-118.26487403538492,2025-11-13,25171,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2019-04-01,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,False,
ELEC,Sample Station 50,123 Sample Street,Directions hidden for privacy,Fair Oaks,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.662510072603254,-121.26289251859511,2026-07-15,25491,2026-07-15 18:43:06 UTC,LG,999,Confidential Government Agency,2004-06-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 51,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; for visitor and student use only; drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,2.0,,,Non-Networked,,200-9,38.572345526417685,-121.46782534366072,2023-10-12,25494,2026-08-27 17:55:29 UTC,P,999,Confidential Government Agency,2004-05-30,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 52,123 Sample Street,Directions hidden for privacy,Antelope,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.705051386955866,-121.3650739945057,2025-06-06,25497,2026-02-02 23:16:24 UTC,LG,999,Confidential Government Agency,2019-08-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,LIBRARY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 53,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Private,Tenant use only,,,,,,1.0,,,Non-Networked,,200-8,38.61633513813204,-121.51767466155634,2025-06-06,25500,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2004-05-30,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,OFFICE_BLDG,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 54,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.55247435635712,-121.4494625424102,2023-10-12,25501,2026-08-26 17:15:03 UTC,P,999,Confidential Government Agency,2019-11-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOSPITAL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 55,123 Sample Street,Directions hidden for privacy,Placerville,CA,00000,0000,555-0100,E,,Public,Lot business hours; overnight parking prohibited,,,,,,2.0,,,Non-Networked,,GPS,38.73397136601399,-120.79043654873313,2023-05-03,25507,2025-05-29 13:40:05 UTC,LG,999,Confidential Government Agency,2004-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 56,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.35534206630907,-121.96229716816826,2024-07-11,25511,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 57,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,D,,,,,4.0,,,Non-Networked,,GPS,38.36493566750136,-121.966691869441,2024-07-11,25514,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,REC_SPORTS_FACILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 58,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.35218191731673,-121.98646673367348,2024-07-11,25515,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,TRAVEL_CENTER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 59,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,38.357719786300805,-122.00133964294507,2024-07-11,25516,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,OFFICE_BLDG,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 60,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,38.35582948248439,-121.98712195438101,2024-07-11,25517,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 61,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily; Primarily government use,,,,,,7.0,,2 SP Inductive,Non-Networked,,200-9,38.35115422003452,-121.9945268539351,2024-08-15,25518,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 62,123 Sample Street,Directions hidden for privacy,Citrus Heights,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,4.0,,1 SP Inductive,Non-Networked,,GPS,38.68268888356263,-121.29811849410687,2025-01-13,25519,2025-02-12 00:16:32 UTC,LG,999,Confidential Government Agency,2016-02-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 63,123 Sample Street,Directions hidden for privacy,Dixon,CA,00000,0000,555-0100,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,,,1 SP Inductive  1 Tesla Conductive,Non-Networked,,200-9,38.45693173332804,-121.84315888825029,2024-07-11,25520,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2004-06-15,,,,,NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,,False,
ELEC,Sample Station 64,123 Sample Street,Directions hidden for privacy,Placerville,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,38.727917722285916,-120.82896807872838,2024-01-09,25522,2024-01-31 22:07:01 UTC,LG,999,Confidential Government Agency,2004-05-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 65,123 Sample Street,Directions hidden for privacy,El Dorado Hills,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.64801058270647,-121.06627207757714,2024-01-09,25523,2024-01-31 22:07:01 UTC,LG,999,Confidential Government Agency,2012-05-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 66,123 Sample Street,Directions hidden for privacy,Elk Grove,CA,00000,0000,555-0100,E,,Private,For service use only,,,,,,1.0,,,Non-Networked,,GPS,38.40647293325475,-121.39029525796958,2026-07-15,25525,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2012-05-10,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,CAR_DEALER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,False,
ELEC,Sample Station 67,123 Sample Street,Directions hidden for privacy,Granite Bay,CA,00000,0000,555-0100,E,,Public,7am-10pm daily,,,,,,1.0,,,Non-Networked,,GPS,38.74421307315167,-121.16969165711902,2025-12-12,25527,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,CONVENIENCE_STORE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 68,123 Sample Street,Directions hidden for privacy,Carmichael,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.61863992812332,-121.33501284214545,2026-07-15,25610,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2004-07-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,LIBRARY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 69,123 Sample Street,Directions hidden for privacy,Rio Vista,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.15505699726288,-121.69067894947707,2026-07-15,27302,2026-07-15 18:43:06 UTC,LG,999,Confidential Government Agency,2006-08-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 70,123 Sample Street,Directions hidden for privacy,Fairfield,CA,00000,0000,555-0100,E,,Public,24 hours daily; 2 hour limit,,,,,,2.0,,,Non-Networked,,200-8,38.251961473256756,-122.04337871440765,2026-06-12,27328,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,2012-08-27,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 71,123 Sample Street,Directions hidden for privacy,Fairfield,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,3.0,,1 SP Inductive,Non-Networked,,GPS,38.23730740362464,-122.12317109004559,2024-07-11,27329,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2005-07-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,,False,
ELEC,Sample Station 72,123 Sample Street,Directions hidden for privacy,Vallejo,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Non-Networked,,200-8,38.105402742819116,-122.26544489233088,2024-07-11,27335,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2005-07-15,,,,,,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,TRAVEL_CENTER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Sample Station 73,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,20.0,,,Non-Networked,,GPS,33.94560156220582,-118.40006681952568,2024-08-15,28007,2026-05-07 19:25:10 UTC,LG,999,Confidential Government Agency,2011-02-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 74,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Private - Government only,,,,,,,1.0,,1 SP Inductive,Non-Networked,,200-8,38.35057451234449,-121.99460532423026,2024-07-11,29862,2026-04-20 13:08:36 UTC,LG,999,Confidential Government Agency,2006-08-15,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,False,
ELEC,Sample Station 75,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Private - Government only,For employee use only,,,,,,19.0,,,Non-Networked,,200-8,34.059116200933516,-118.25735184130524,2025-11-13,33177,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2016-10-15,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 76,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,55.0,1.0,,Non-Networked,,200-8,34.034814772704934,-118.25672662254956,2025-11-13,33178,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 77,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,73.0,,,Non-Networked,,200-8,34.08136171006317,-118.21721464340791,2025-11-13,33179,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2016-01-01,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 78,123 Sample Street,Directions hidden for privacy,Wilmington,CA,00000,0000,555-0100,E,,Private - Government only,For fleet use only,,,,,,4.0,,,Non-Networked,,200-8,33.79879301136877,-118.25871643524383,2025-11-13,33180,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2016-01-01,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 79,123 Sample Street,Directions hidden for privacy,Van Nuys,CA,00000,0000,555-0100,E,,Private - Government only,For fleet and employee use only,,,,,,88.0,2.0,,Non-Networked,,200-8,34.207915347469445,-118.44336444140201,2025-11-13,33182,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2019-05-06,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 80,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet and employee use only,,,,,,41.0,1.0,,Non-Networked,,200-8,34.24239800294807,-118.38935276842615,2025-11-13,33183,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 81,123 Sample Street,Directions hidden for privacy,Vacaville,CA,00000,0000,555-0100,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,1 SP Inductive,Non-Networked,,200-9,38.36826506545816,-121.96096845612492,2024-07-11,33545,2026-04-20 13:08:36 UTC,P,999,Confidential Government Agency,2008-12-15,,,,,J1772 NEMA515,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,,False,
ELEC,Sample Station 82,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,6am-2am daily,,,,,,2.0,,,Non-Networked,,GPS,38.54654602221425,-121.73783120528407,2024-05-09,33555,2026-08-27 17:35:56 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 83,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,1 SP Inductive,Non-Networked,,GPS,38.54521083997749,-121.73776809849065,2023-01-10,33556,2025-11-17 18:54:59 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PAY_LOT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Sample Station 84,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3.0,7.0,,,Non-Networked,,GPS,38.544398280648196,-121.74945452053684,2023-01-10,33557,2025-05-07 15:59:42 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 85,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,For guest and employee use only,,,,,,1.0,,,Non-Networked,,GPS,38.55831868258874,-121.69407911997229,2024-08-15,33558,2026-08-27 17:56:19 UTC,P,999,Confidential Government Agency,2008-12-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PLACE_OF_WORSHIP,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,True,
ELEC,Sample Station 86,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily; customer use only,,,,,,2.0,,,Non-Networked,,200-9,38.56943770280339,-121.72224002011004,2023-05-03,33559,2025-12-01 19:40:12 UTC,P,999,Confidential Government Agency,1998-06-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,REC_SPORTS_FACILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 87,123 Sample Street,Directions hidden for privacy,Lakewood,CA,00000,0000,555-0100,E,,Public,5am-10pm daily,,,,,,2.0,,,Non-Networked,,GPS,33.848368749427486,-118.13924040662597,2025-12-12,33564,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2012-10-25,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 88,123 Sample Street,Directions hidden for privacy,Larkspur,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,2.0,,,Non-Networked,,GPS,37.94591727014407,-122.50967114497129,2025-06-06,33690,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2008-12-31,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 89,123 Sample Street,Directions hidden for privacy,Oakland,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,2.0,,,Non-Networked,,GPS,37.71315663761577,-122.20875798616727,2025-12-12,33695,2026-02-02 23:16:24 UTC,LG,999,Confidential Government Agency,2012-12-20,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 90,123 Sample Street,Directions hidden for privacy,San Luis Obispo,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,5.0,,,Non-Networked,,200-9,35.24978257391193,-120.68922013213607,2025-11-13,35560,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2000-04-15,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Sample Station 91,123 Sample Street,Directions hidden for privacy,Goleta,CA,00000,0000,555-0100,T,2025-05-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,34.44155947217293,-119.82996186120307,2025-01-13,36610,2025-02-12 00:16:32 UTC,P,999,Confidential Government Agency,2010-07-15,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,BANK,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 92,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours; for dealership use only,,,,,,2.0,,,Non-Networked,,200-9,34.019911695481106,-118.49148890029139,2026-07-15,38379,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2010-11-15,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 93,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,T,2026-03-23,TEMPORARILY UNAVAILABLE (Public),24 hours daily; pay lot; see valet for more information,,,,,,2.0,,,Non-Networked,,200-9,37.78443950580156,-122.40848449643438,2025-12-12,38517,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-02-01,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 94,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,12.0,2.0,,Non-Networked,,GPS,34.01070154759881,-118.49071454486999,2026-06-12,38521,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,2010-11-15,,,,,CHADEMO J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 95,123 Sample Street,Directions hidden for privacy,Ukiah,CA,00000,0000,555-0100,E,,Public - Call ahead,24 hours daily; guest use only,A Cash D M V,,,,,1.0,,,Non-Networked,,GPS,39.14526373564935,-123.19860719220534,2025-05-12,39314,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-05-15,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 96,123 Sample Street,Directions hidden for privacy,Antioch,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,GPS,38.0065227689237,-121.83167876383592,2026-01-13,39870,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 97,123 Sample Street,Directions hidden for privacy,Bakersfield,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1.0,,Non-Networked,,GPS,35.309927831895195,-119.03620270928431,2026-01-13,39871,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
